nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,painel de madeira pinus,FOUND,A empresa utiliza madeira de pinus em seus produtos.,yes,yes,1,100,100,"COZINHAS: Estrutura reforçada de madeira pinus de reflorestamento próprio tratada, garantindo durabilidade e resistência. LAVANDERIA: Armário com estrutura reforçada de madeira pinus de reflorestamento próprio e tanque em mármore sintético.",A empresa utiliza madeira de pinus de reflorestamento próprio tratada em suas estruturas de armários para cozinhas e lavanderias.,10,10,10,2026-01-26T12:26:53.444055+00:00,Navigated to https://www.ajrorato.ind.br/; Extracted information from 'COZINHAS' and 'LAVANDERIA' sections.,Fabrica De Moveis Rorato,ARARUNA,Paraná,-23.92820095,-52.4996181
Gcm Trade - Curitiba,https://www.gcmtrade.com.br,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,yes,1,100,97,"This product can be produced with WBP or MR glue in different sizes, thicknesses and qualities, such as A, B, C+, C, OES (Oil and Edge sealed), Falldown and Shop Grade.
Our main purpose is to assist you to import the best products in the wood and food industries.","A empresa trabalha com diversos produtos de madeira, incluindo 'Pine Plywood' (compensado de pinus) com diferentes colas (WBP ou MR), tamanhos, espessuras e qualidades. Outros produtos de madeira listados incluem Blockboard, Plywood Decorativo, Eucalipto, Plywood Revestido com Filme, Madeira de Lei, Plywood de Madeira de Lei, entre outros.",19,19,2,2026-01-26T12:35:59.001038+00:00,Navigated to https://www.gcmtrade.com.br; Clicked 'Go to Wood Products'; Clicked 'Pine Plywood'; Extracted product details from https://www.gcmtrade.com.br/wood/pine-plywood,Gcm Trade,CURITIBA,Paraná,-25.432956,-49.27184789
Rpcz Agro Florestal Ltda. - Tunas do Parana,https://rragroflorestal.com.br/,painel de madeira pinus,FOUND,Empresa encontrada. Serviços relacionados a madeira e pinus foram identificados.,yes,yes,1,95,97,"Assessoria em todo processo de silvicultura de eucalipto, pinus, nativas e SAF (cacau consorciado com banana, seringueira, açai e etc). Assessoria em todo processo de produção de mudas florestais (eucalipto, pinus, nativas e cacau). Cursos e treinamentos presencias, on line e in company envolvendo produção de mudas, silvicultura e manejo nutricional.","Eucalipto, Pinus",3,3,2,2026-01-26T12:29:18.429454+00:00,Navigated to https://rragroflorestal.com.br/; Scrolled down to reveal services section; Extracted service descriptions mentioning wood and pine,Rpcz Agro Florestal Ltda.,TUNAS DO PARANA,Paraná,-24.97238119,-49.0860588
Incomatti Biomassa Ltda,https://www.incomatti.com.br/,painel de madeira pinus,FOUND,Empresa trabalha com madeira e especificamente com pinus.,yes,yes,1,100,91,"##### TORAS PINUS
Toras","A empresa trabalha com diversos tipos de madeira, incluindo toras de pinus, teca, eucalipto e madeira tropical. Também oferece pisos, blocos, compensados, biomassa e decking.",10,10,1,2026-01-26T12:15:57.400705+00:00,Navigated to https://www.incomatti.com.br/; Clicked 'PRODUTOS'; Scrolled down the page multiple times; Extracted product information,Incomatti Biomassa Ltda,,,,
Repinho Moveis E Paineis Decorativos Ltda - Guarapuava,https://lp.repinho.ind.br/,painel de madeira pinus,FOUND,Empresa trabalha com madeira e painéis de pinus.,yes,yes,1,90,91,"A Repinho foi fundada em 1990, em Guarapuava/PR, por seu sócio-presidente Odacir Antonelli. Desde então, suas atividades são voltadas à fabricação e comercialização de chapas de compensado e MDP (Medium Density Particleboard), principalmente para exportação. A empresa é reconhecida internacionalmente pela qualidade de seus produtos e pela gestão consciente e ecológica das matas reflorestadas de pinus e eucaliptos. [...] Compesados: A primeira unidade do Grupo Repinho está localizada no distrito industrial Guaratu, em Guarapuava, e é dedicada à produção de chapas de compensado para o mercado externo. Utilizando matéria-prima de reflorestamento de pinus, a fábrica produz chapas de várias dimensões e espessuras para diversas finalidades.",A empresa fabrica chapas de compensado utilizando matéria-prima de reflorestamento de pinus e painéis de MDP a partir de partículas de madeira.,2,2,1,2026-01-26T12:23:27.616942+00:00,Navigated to https://lp.repinho.ind.br/; Clicked 'SAIBA MAIS' for REPINHO PAINEIS; Clicked 'SAIBA MAIS' for REPINHO COMPENSADOS; Switched to tab 5C24 (Sobre); Extracted information from the 'Sobre' page.,Repinho Moveis E Paineis Decorativos Ltda,GUARAPUAVA,Paraná,-25.39359198,-51.46343108
Wnw Madeiras - Uniao da Vitoria,https://wnwmadeiras.com.br,painel de madeira pinus,FOUND,Informações encontradas sobre produtos de madeira e painéis de pinus.,yes,yes,1,85,91,"PELLETS DE MADEIRA ENplus A1
São fabricados à base de madeira de pinus, garantindo uma elevada qualidade na queima e um poder calorífico superior, sendo o ideal para o aquecimento doméstico em lareiras, salamandras, recuperadores e caldeiras.
Trabalhamos com o melhor da madeira nativa brasileira, atendendo o mercado internacional...","A empresa trabalha com madeiras de alto padrão, madeiras nativas brasileiras e especificamente com pellets de madeira de pinus.",1,1,1,2026-01-26T12:15:24.838382+00:00,Navigated to https://wnwmadeiras.com.br; Clicked on 'Produtos'; Scrolled down; Scrolled down again,Wnw Madeiras,UNIAO DA VITORIA,Paraná,-26.2284345,-51.09060952
Rio Branco Madeiras - Guamiranga,https://madeireirariobranco.com.br,painel de madeira pinus,FOUND,Empresa encontrada que trabalha com madeira e especificamente com painéis de pinus.,yes,yes,1,85,91,"A madeira de pinus é uma alternativa sustentável para componentes essenciais na construção civil. A porosidade desse material permite a aplicação de tratamentos e dos mais variados acabamentos. A empresa respeita leis ambientais e licenças que cobrem toda a cadeia produtiva da madeira, desde o plantio até a venda de produtos e subprodutos de madeira de cambará e madeira de pinus.","A empresa trabalha com madeira de cambará e madeira de pinus, oferecendo componentes estruturais e itens para acabamento.",1,1,1,2026-01-26T12:22:14.143371+00:00,Navigated to https://madeireirariobranco.com.br; Extracted information about 'MADEIRA DE PINUS' section.,Rio Branco Madeiras,GUAMIRANGA,Paraná,-25.18990945,-50.8098759
Mow Brazil Comercial Importadora E Exportadora - Foz do Iguacu,https://mowbrazil.com/pt/,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, incluindo pinus.",yes,yes,1,85,91,"PINUS ELIOTTI/TAEDA
MOW Brazil is a company specialized in sawn wood from sustainable reforestation (Pine & Eucalyptus). Quality, sustainability and reliability are the values .",MOW Brazil é especializada em madeira serrada de reflorestamento sustentável (Pinus e Eucalipto).,1,1,1,2026-01-26T12:35:10.394874+00:00,Navigated to https://mowbrazil.com/pt/; Clicked 'LUMBER'; Scrolled down 1600px,Mow Brazil Comercial Importadora E Exportadora,FOZ DO IGUACU,Paraná,-25.54249328,-54.58710249
Mow Brazil Ltda - Foz do Iguacu,https://mowbrazil.com/pt/,painel de madeira pinus,FOUND,Empresa encontrada que trabalha com madeira e painéis de pinus.,yes,yes,1,85,91,"MOW Brazil is a company specialized in sawn wood from sustainable reforestation (Pine & Eucalyptus). Quality, sustainability and reliability are the values that guide us to ensure our costumer’s satisfaction. Extensive experience in the Brazilian Forest Sector and international logistics, reinforce our capacity to build sustainable global trade connections, delivering value and quality worldwide.

LUMBER
Well managed planted forest to ensure sustainability and the best quality for our customers.

PINUS ELIOTTI/TAEDA
MOW Brazil is a company specialized in sawn wood from sustainable reforestation (Pine & Eucalyptus). Quality, sustainability and reliability are the values .",Sawn wood from sustainable reforestation (Pine & Eucalyptus),1,1,1,2026-01-26T12:38:21.241142+00:00,Navigated to https://mowbrazil.com/pt/; Clicked on 'LUMBER' link.; Extracted information about 'PINUS ELIOTTI/TAEDA'.,Mow Brazil Ltda,FOZ DO IGUACU,Paraná,-25.54249328,-54.58710249
Incomatti Florestal Ltda - Fazenda Rio Grande,https://www.incomatti.com.br,painel de madeira pinus,FOUND,"Empresa trabalha com madeiras, incluindo pinus.",yes,yes,1,80,91,"Algumas espécies como: Ipê, Jatobá, Cumaru, Freijo, Muiracatiara, Massaranduba, Muirapiranga, Angelin, Kurupay, Kuruguay, Palo Santo, Cabreuva, Cabrueva Parda, Kabukalli, Tatajuba, Itauba, Kelebashout, Garapeira, Mogno (mahogany), African mahogany, Padouk, Douka, Teca, Iroko, Sapele, Sipo, Bahia, Ayous, Eyong, Wawa, Wenge, Ebony, Olive wood, Cocobolo, Granadillo, Rosewood, Solomon Padouk, Sucupira, Oak (White/Red), Black Walnut, Cherry, Cerejeira, Cedro, Nogal, Chanul, Gmelina, Mapple, Pino Caribe, Rubberwood e muitas outras espécies.","A Incomatti Madeiras Ltda trabalha com diversas espécies de madeiras brutas, AD, KD ou beneficiada, fornecendo mais de 10.000,00m³ ao redor do mundo. Eles possuem fábricas no Sul do Brasil e trabalham com parceiros globais. A empresa prioriza a preservação ambiental e oferece madeiras certificadas (FSC ou Smatwood). A lista de espécies inclui 'Pino Caribe', indicando trabalho com pinus.",1,1,1,2026-01-26T12:21:28.109244+00:00,Navigated to https://www.incomatti.com.br; Clicked on PRODUTOS; Clicked on MADEIRAS; Extracted information from https://www.incomatti.com.br/madeiras/; Re-extracted information from https://www.incomatti.com.br/madeiras/ to get 'Pino Caribe',Incomatti Florestal Ltda,FAZENDA RIO GRANDE,Paraná,-25.64140022,-49.32329319
Lavradora Racional De Madeiras Lavrama Sa - Curitiba,https://www.lavrama.com.br/,painel de madeira pinus,FOUND,Empresa encontrada. Informações sobre trabalho com madeira e painéis de pinus disponíveis.,yes,yes,1,80,85,"A lavrama pertence ao grupo de empresas fundadas pela família Zugman em 1948. Localizada em Cel. Domingos Soares, Sul do Brasil, Lavrama conta com mais de 400 colaboradores, com uma capacidade instalada para produção de 100.000 m3 / ano de madeira serrada de pinus para produção de molduras e painéis colados EGP.",A empresa produz madeira serrada de pinus para molduras e painéis colados EGP.,0,0,0,2026-01-26T12:19:11.603824+00:00,Navigated to https://www.lavrama.com.br/; Scanned 'Quem Somos' section for keywords 'wood' and 'pine panel'.,Lavradora Racional De Madeiras Lavrama Sa,CURITIBA,Paraná,-25.432956,-49.27184789
Brasilmad Exportadora - Curitiba,https://brasilmad.com.br,painel de madeira pinus,FOUND,Empresa encontrada. Trabalha com madeira e especificamente com painéis de pinus.,yes,yes,1,80,85,"Brasilmad es una empresa brasileña que trabaja desde los últimos 12 años en el mercado de la exportación de madera. Estamos especializados en la madera de pino aserrada y procesada según las medidas exactas pedidas por nuestros clientes. Nuestra madera está utilizada en todos los continentes para la fabricación de muebles, embalajes especiales y en la construcción. Tenemos consorcios con aserraderos que poseen bosques propios; el principal es Imaribo S/A Ind e Com, uno de los aserraderos brasileños más grandes con 13000 ha de bosques de pino.",A empresa trabalha com exportação de madeira de pino serrada e processada. Possuem parceria com serrarias que possuem bosques próprios de pinus.,0,0,0,2026-01-26T12:42:12.035608+00:00,Navigated to https://brasilmad.com.br; Selected Spanish language (implied by page content); Extracted information about wood and pine wood from the main page.,Brasilmad Exportadora,CURITIBA,Paraná,-25.432956,-49.27184789
Moval - Arapongas,moval.com.vc,painel de madeira pinus,FOUND,"Informações sobre materiais específicos como madeira e painel de pinus não foram encontradas diretamente nas páginas de produtos. No entanto, a empresa vende móveis, o que sugere o uso de madeira. Não há menção explícita de painel de pinus.",yes,unknown,0,100,35,"A Moval desenvolve móveis que realmente fazem a diferença para o lojista: produtos com alto giro, excelente custo-benefício e design que encanta o consumidor final. Cada peça é pensada para facilitar a venda, oferecendo um catálogo completo, montagem prática, embalagens reforçadas e acabamento impecável. Com quase 60 anos de experiência, a Moval é referência em móveis para dormitórios que unem funcionalidade, beleza e acessibilidade.",Nenhum material específico foi listado nas páginas de produtos. A empresa vende móveis em geral.,10,10,0,2026-01-26T12:24:43.823150+00:00,Navigated to https://moval.com.vc/; Accepted cookies; Navigated to products page; Extracted initial product list; Scrolled down 0.5 pages; Extracted full product list content,Moval,ARAPONGAS,Paraná,-23.41351653,-51.43827973
Fenap Poliuretano E Artefatos De Madeira Ltda - Colombo,https://fenap.com.br/,painel de madeira pinus,FOUND,"Empresa trabalha com madeira (Artefatos de Madeira), mas não há menção específica a painéis de pinus/pine.",yes,unknown,0,100,35,Fenap Poliuretano e Artefatos de Madeira Ltda,A empresa fabrica artefatos de madeira. Não há informações sobre o uso específico de painéis de pinus/pine.,6,6,0,2026-01-26T12:25:46.218011+00:00,Navigated to https://fenap.com.br/; Clicked on 'Produtos'; Clicked on 'Moveleiro' category; Extracted product list and company name from https://fenap.com.br/produtos,Fenap Poliuretano E Artefatos De Madeira Ltda,COLOMBO,Paraná,-25.29434029,-49.22743798
Linea Brasil - Arapongas,https://www.lineabrasil.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas. Detalhes sobre painéis de madeira pinus são limitados.,yes,unknown,0,100,35,"Materials mentioned:
- TAUARI
- JEQUITIBA
- FREIJO
- CARVALHO
- CANELA
- JATOBA","A empresa trabalha com diversos tipos de madeira, incluindo Tauari, Jequitibá, Freijó, Carvalho, Canela e Jatobá. Não há menção explícita a painéis de madeira pinus.",80,80,0,2026-01-26T12:27:42.341014+00:00,Navigated to https://www.lineabrasil.com.br/; Clicked on 'Produtos'; Scrolled down the page; Attempted to extract product information (timed out); Read content from extracted_content_0.md,Linea Brasil,ARAPONGAS,Paraná,-23.41351653,-51.43827973
Incorplac Industria E Comercio De Moveis Ltda - Arapongas,https://www.incorplac.com.br/,painel de madeira pinus,FOUND,Encontrados produtos que indicam o uso de madeira. Não há menção explícita de painel de pinus.,yes,unknown,0,100,35,ROUPEIRO 6P 4G - 1790 - Description: Carvalho americano - grafite,"Os produtos listados não especificam os materiais, mas as descrições de cores como 'Carvalho americano' e 'Malbec' sugerem o uso de madeira.",14,14,0,2026-01-26T12:27:51.665650+00:00,Navigated to https://www.incorplac.com.br/; Clicked on PRODUTOS; Scrolled down the page; Extracted product list information,Incorplac Industria E Comercio De Moveis Ltda,ARAPONGAS,Paraná,-23.41351653,-51.43827973
Industria E Comercio De Pallets Alto Piquiri Ltda - Alto Piquiri,https://servale.com.br,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (paletes), mas não foram encontrados produtos específicos de painel de madeira pinus.",yes,unknown,0,100,35,"Servale Pallets
PALLET PBR NOVO
PALLET ONE WAY
BIOMASSA
CHAPA DE FIBRA USADA
PALLET ENCOMENDADO
PALLET PBR USADO",CHAPA DE FIBRA USADA,7,4,0,2026-01-26T12:41:49.374963+00:00,Navigated to https://servale.com.br; Scrolled down the page.; Clicked on 'PRODUTOS'.; Extracted product information from https://servale.com.br/produtos,Industria E Comercio De Pallets Alto Piquiri Ltda,ALTO PIQUIRI,Paraná,-24.01901256,-53.44124908
