nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-DP Decape Provence,,no,no,#### Rodapé | 1002-DP Decape Provence,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-IB Imbuia,,no,no,#### Rodapé | 1002-IB Imbuia,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-NM Nogueira Malaga,,no,no,#### Rodapé | 1002-NM Nogueira Malaga,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-PR Preto,,no,no,#### Rodapé | 1002-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-TU Turim,,no,no,#### Rodapé | 1002-TU Turim,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1003-BR Branco,,no,no,#### Rodapé | 1003-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1201-BR Branco,,no,no,#### Rodapé | 1201-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1202-BR Branco,,no,no,#### Rodapé | 1202-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1203-BR Branco,,no,no,#### Rodapé | 1203-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1501-BR Branco,,no,no,#### Rodapé | 1501-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1502-BR Branco,,no,no,#### Rodapé | 1502-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1502-CI Cinza,,no,no,#### Rodapé | 1502-CI Cinza,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1502-PR Preto,,no,no,#### Rodapé | 1502-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1503-BR Branco,,no,no,#### Rodapé | 1503-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 2001-BR Branco,,no,no,#### Rodapé | 2001-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 2002-BR Branco,,no,no,#### Rodapé | 2002-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 2002-PR Preto,,no,no,#### Rodapé | 2002-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 2002-CI Cinza Titanium,,no,no,#### Rodapé | 2002-CI Cinza Titanium,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé sobrepor | 1202S-BR Branco,,no,no,#### Rodapé sobrepor | 1202S-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé sobrepor | 1500S-BR Branco,,no,no,#### Rodapé sobrepor | 1500S-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Boiserie | 300-BRB Branco,,no,no,#### Boiserie | 300-BRB Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Boiserie | 301-BRB Branco,,no,no,#### Boiserie | 301-BRB Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Boiserie | 400-BRB Branco,,no,no,#### Boiserie | 400-BRB Branco,nan,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Kayra slim,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Boomerang,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Mesa de Jantar Hug,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Hug,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Kayra,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Petit,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Banqueta Alc,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Allegra,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Banqueta Aero,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Banqueta Loft,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Cordone,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Banqueta Arquelis,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Aero,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Sala de Jantar Gourman,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Loft,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis James Ltda - Sao Bento do Sul,https://www.moveisjames.com.br,2026-01-15T13:50:37.942480+00:00,Salas de Jantar,Cadeira Versa,,no,no,Extracted from Salas de Jantar page,salas de jantar,outros,,Não especificado
Moveis Paulo Ltda - Sao Bento do Sul,https://www.moveispaulo.ind.br/,2026-01-15T14:01:58.442385+00:00,,Aparador Medio com 1 Gaveta Veneza,,no,no,Aparador Medio com 1 Gaveta Veneza,nan,outros,,Não especificado
Moveis Paulo Ltda - Sao Bento do Sul,https://www.moveispaulo.ind.br/,2026-01-15T14:01:58.442385+00:00,,Conjunto Mesa e 6 Cadeiras Panama,,no,no,Conjunto Mesa e 6 Cadeiras Panama,nan,outros,,Não especificado
Moveis Sao Joao Ltda - Taio,https://www.saojoao.ind.br/,2026-01-15T12:26:07.643878+00:00,Nicho,NICHO SINTÉTICO,Sintético,no,no,https://www.saojoao.ind.br/produtos,nicho,outros,sintetico,Sintetico
Passo Revestimentos - Passo de Torres,https://passorevestimentos.com.br/,2026-01-15T12:42:49.340663+00:00,Marcas de Pisos Laminados,Eucafloor,,no,no,Marcas,marcas de pisos laminados,madeira,,Não especificado
Passo Revestimentos - Passo de Torres,https://passorevestimentos.com.br/,2026-01-15T12:42:49.340663+00:00,Marcas de Pisos Laminados,Durafloor,,no,no,Marcas,marcas de pisos laminados,madeira,,Não especificado
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 01,unknown,no,no,Planeta 01,nan,outros,unknown,Não especificado
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 02,unknown,no,no,Planeta 02,nan,outros,unknown,Não especificado
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 12,Separador (Ind. Bebidas e Alimentos),no,no,Planeta 12,nan,outros,separador (ind. bebidas e alimentos),Separador (ind. bebidas e alimentos)
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Forros PVC,Forro PVC Plasbil,PVC,no,no,extracted_content_0.md,forros pvc,outros,pvc,Pvc
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Forros PVC,Forro PVC Extrosul,PVC,no,no,extracted_content_0.md,forros pvc,outros,pvc,Pvc
Ruberti Molduras Ltda - Nova Trento,https://www.rubertimolduras.com.br/,2026-01-15T12:48:30.202943+00:00,Moldura,Coleção Vitrine,Revestida,no,no,Nossas Molduras,moldura,outros,revestida,Revestida
Ruberti Molduras Ltda - Nova Trento,https://www.rubertimolduras.com.br/,2026-01-15T12:48:30.202943+00:00,Acessório,Parafuso,"Aço baixo carbono, zincagem",no,no,Nossos Produtos,acessorio,outros,"aco baixo carbono, zincagem","Aco baixo carbono, zincagem"
Ruberti Molduras Ltda - Nova Trento,https://www.rubertimolduras.com.br/,2026-01-15T12:48:30.202943+00:00,Acessório,Tecido para fixação de amostras,PET,no,no,Nossos Produtos,acessorio,outros,pet,Pet
Ruberti Molduras Ltda - Nova Trento,https://www.rubertimolduras.com.br/,2026-01-15T12:48:30.202943+00:00,Acessório,Cantoneira de proteção,"Cartão duplex, micro ondulado kraft",no,no,Nossos Produtos,acessorio,outros,"cartao duplex, micro ondulado kraft","Cartao duplex, micro ondulado kraft"
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,,ABSOLUTO,,no,no,Marca: DURATEX,nan,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,,ACABAMENTO PARA ESPELHO CROMADO,,no,no,Marca: BLASS COMPONENTES,nan,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,,ADEGA DESLIZANTE PRETO COM CORREDIÇA PRETA,,no,no,Marca: SCHIMITT,nan,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO COLA PUR 500GR,,no,no,Marca: ARTECOLA,produtos quimicos,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO FIXA TUDO 400G,,no,no,Marca: KILLING,produtos quimicos,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO FIXA TUDO HT400 – 450g,,no,no,Marca: ALMASUPER,produtos quimicos,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO INSTANTÂNEO – 100G,,no,no,Marca: ALMASUPER,produtos quimicos,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO INSTANTÂNEO 100G – R-PRO,,no,no,Marca: PADRÃO S&S,produtos quimicos,outros,,Não especificado
S & S Comercio De Madeira Densificada E Ferragens Ltda - Nova Veneza,https://ssmdf.com.br,2026-01-15T13:03:36.455770+00:00,Produtos químicos,ADESIVO INSTANTÂNEO 2 EM 1 BICO E PINCEL – 10G,,no,no,Marca: ALMASUPER,produtos quimicos,outros,,Não especificado
Stalar Materiais De Construcao Ltda - - Sao Miguel do Oeste,https://www.materialdeconstrucaosc.com.br,2026-01-15T12:29:55.228300+00:00,,Stalar Materiais de Construções Centro SC,,no,no,"Stalar Materiais de Construções Centro SC - R. Alm. Barroso, 810 - Centro, São Miguel do Oeste - SC, 89900-000",nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Cadeira Balanço Village C/ Couro Industrial,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Poltrona Village,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Painel Beer,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Relógio Números Romanos Industrial,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Relógio Engrenagem Romano,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Relógio Pit,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Relógio Cap,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Painel IPA,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Painel PUB,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Modulo Garrafeiro Duplo Vino C/ Impressão,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Modulo Garrafeiro Duplo Vino C/ Impressão,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Espelho Manchester Tira Couro 650 Industrial,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Modulo Garrafeiro Simples Vino com impressão,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Escrivaninha Office,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Modulo Garrafeiro Simples Vino,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Banqueta Alta Village,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Banqueta Village,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Cadeira Jazz,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Banqueta Alta Cross,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Base Mesa Edge X Industrial,,no,no,Extracted from product list,nan,outros,,Não especificado
Trend Movelaria Ltda - Fraiburgo,https://trendmovelaria.com.br/,2026-01-15T13:23:18.703714+00:00,,Caixa Lit Industrial,,no,no,Extracted from product list,nan,outros,,Não especificado
Unilin Do Brasil Revestimentos Ltda. - Sao Bento do Sul,https://www.unilin.com,2026-01-15T13:33:38.726323+00:00,,Clicwall Alu Profile Innercorner,Aluminium inner corner profile.,no,no,Clicwall Alu Profile Innercorner,nan,outros,aluminium inner corner profile.,Aluminium inner corner profile.
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,COZINHAS,"ARMÁRIO ATENAS 192,2CM",Estrutura reforçada de madeira pinus de reflorestamento próprio tratada,yes,yes,COZINHAS,cozinhas,outros,estrutura reforcada de madeira pinus de reflorestamento proprio tratada,Pinus
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,COZINHAS,"ARMÁRIO ATENAS 154,2CM",Estrutura reforçada de madeira pinus de reflorestamento próprio tratada,yes,yes,COZINHAS,cozinhas,outros,estrutura reforcada de madeira pinus de reflorestamento proprio tratada,Pinus
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,COZINHAS,"ARMÁRIO ATENAS 134,2CM",Estrutura reforçada de madeira pinus de reflorestamento próprio tratada,yes,yes,COZINHAS,cozinhas,outros,estrutura reforcada de madeira pinus de reflorestamento proprio tratada,Pinus
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,COZINHAS,"ARMÁRIO VALENZA 144,2CM",Estrutura reforçada de madeira pinus de reflorestamento próprio tratada,yes,yes,COZINHAS,cozinhas,outros,estrutura reforcada de madeira pinus de reflorestamento proprio tratada,Pinus
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,COZINHAS,"ARMÁRIO TÓQUIO 174,2CM",Estrutura reforçada de madeira pinus de reflorestamento próprio tratada,yes,yes,COZINHAS,cozinhas,outros,estrutura reforcada de madeira pinus de reflorestamento proprio tratada,Pinus
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,2026-01-26T12:26:53.444055+00:00,LAVANDERIA,"KIT LAVANDERIA AMÉLIA TANQUE SIMPLES 43,5CM",Armário com estrutura reforçada de madeira pinus de reflorestamento próprio,yes,yes,LAVANDERIA,lavanderia,outros,armario com estrutura reforcada de madeira pinus de reflorestamento proprio,Pinus
